[bootmgfw.efi](bootloaders/6ea89297-74dd-4581-b268-475a282c9592/),[9C1812CF5B1D61DC08BD6683D143511BCB5B14798116D1D2714963CD468933FF](bootloaders/6ea89297-74dd-4581-b268-475a282c9592/),Revoked bootloaders,2023-05-22
[bootx64.efi](bootloaders/38e6bed7-1db9-4c15-8358-040edb77a39c/),[E438149CA86CF5F2FDD1318BF0D6C301593EA74B06940E031964F34561255BC8](bootloaders/38e6bed7-1db9-4c15-8358-040edb77a39c/),Revoked bootloaders,2023-05-22
[bootmgfw.efi](bootloaders/7550a473-863a-43f8-aad7-fff5be3977f0/),[4640438E0AAEEE87664C893198B41AA03BBF3214E181AAC4E2DE81A5400D2C27](bootloaders/7550a473-863a-43f8-aad7-fff5be3977f0/),Revoked bootloaders,2023-05-22
[bootmgfw.efi](bootloaders/5a1e393f-1595-4e4e-993e-7097a184ce42/),[8DA046540148E1E146DE2F96C7D860962ED059A923E9685E868DC4C6065684AA](bootloaders/5a1e393f-1595-4e4e-993e-7097a184ce42/),Revoked bootloaders,2023-05-22
[518b78e7-eeb3-43b0-a377-acfa0e831ce0](bootloaders/518b78e7-eeb3-43b0-a377-acfa0e831ce0/),[5875DB0835E08A9189F23833B21774FDD1C4C3BD4C5D3459471A49B85CFFD1E1](bootloaders/518b78e7-eeb3-43b0-a377-acfa0e831ce0/),Revoked bootloaders,2023-05-22
[bootx64.efi](bootloaders/4e70304f-ec00-41a5-b542-69701b5df29b/),[A6E8C6906E4845A30A036FB669BA82146E334908706778AC569DF45CBF8637F7](bootloaders/4e70304f-ec00-41a5-b542-69701b5df29b/),Revoked bootloaders,2023-05-22
[bootmgfw.efi](bootloaders/b7f9ffcf-525f-427e-b3fd-72289f61ffd3/),[462F49B4FC9E4CE706D668042EB76F711B4292BAE2BE8DD5897182B316EF217D](bootloaders/b7f9ffcf-525f-427e-b3fd-72289f61ffd3/),Revoked bootloaders,2023-05-22
[bootmgfw.efi](bootloaders/32eed29e-9d32-4120-8a43-02c7dfc4ae22/),[c6b0d030bb3e54294742b3914ae76c949e52a065abb28d08054fdf90d7eed628](bootloaders/32eed29e-9d32-4120-8a43-02c7dfc4ae22/),Revoked bootloaders,2023-05-22
[bootmgfw.efi](bootloaders/58c24252-f076-486b-90fb-5a1c7b922efa/),[C334B9CA48819E7E408A3A3418879978828AA302BAA3ED86DE64D8AE5ACA0EAB](bootloaders/58c24252-f076-486b-90fb-5a1c7b922efa/),Revoked bootloaders,2023-05-22
[BOOTIA32.EFI](bootloaders/9308b260-6695-43ee-bddb-a90f20e035f1/),[03c8c9956938147bcc81a19e580ca8b5214e82829ec0494c22b0f59013ca22b2](bootloaders/9308b260-6695-43ee-bddb-a90f20e035f1/),Revoked bootloaders,2023-05-22
[bootmgfw.efi](bootloaders/76724735-ec57-4c1a-8712-f0267d21f0c4/),[4f9398592553ee138d8db48b95789eca19324b8408cafd0f0bc46d030e7b4fd4](bootloaders/76724735-ec57-4c1a-8712-f0267d21f0c4/),Revoked bootloaders,2023-05-22
[shim-0.9+1474479173.6c180c6-1ubuntu1/shim64-bit.efi](bootloaders/2a4a532a-848c-4ca5-a910-357daefe32e7/),[3c430c719c9053a74d74dcc5e52b40d10f109db1dc9458a05a7a413b86a93467](bootloaders/2a4a532a-848c-4ca5-a910-357daefe32e7/),Revoked bootloaders,2023-05-22
[87813fcd-6a01-4452-b54c-0dc24402bbfe](bootloaders/87813fcd-6a01-4452-b54c-0dc24402bbfe/),[23EBFBC7BC286CEFC68B4920784B926EC28D7965815238325FBD17892177D6F3](bootloaders/87813fcd-6a01-4452-b54c-0dc24402bbfe/),Revoked bootloaders,2023-05-22
[9be3b201-fec5-4264-b56b-81d4535b4c9a](bootloaders/9be3b201-fec5-4264-b56b-81d4535b4c9a/),[CD0F9839C6CCBEC5CE38B882E1AB23C8AB44A8993E6B8A02026D8314EAC4EA4C](bootloaders/9be3b201-fec5-4264-b56b-81d4535b4c9a/),Revoked bootloaders,2023-05-22
[bootnetx64.efi](bootloaders/f2418902-5951-4626-8a5f-79d4d022337f/),[aef3e0a113345c1adca2d627c5853a11ddfc4e0e07fd28c10049a9b766c0fbc5](bootloaders/f2418902-5951-4626-8a5f-79d4d022337f/),Revoked bootloaders,2023-05-22
[e32b7c1e-14b0-4f29-9c62-d1664d26777d](bootloaders/e32b7c1e-14b0-4f29-9c62-d1664d26777d/),[52A4F27CCEDCC5405D8EC128BF99861865B2273DA18A9B958ABADEFF63DF5A18](bootloaders/e32b7c1e-14b0-4f29-9c62-d1664d26777d/),Revoked bootloaders,2023-05-22
[164bcf0f-91a1-4754-9c4d-f2c1b90aea06](bootloaders/164bcf0f-91a1-4754-9c4d-f2c1b90aea06/),[9C904F10520295D070DB9CF381101512946AB832C2BD92D4E92D42B934F40DC3](bootloaders/164bcf0f-91a1-4754-9c4d-f2c1b90aea06/),Revoked bootloaders,2023-05-22
[bootmgfw.efi](bootloaders/f922e65f-baea-45c6-bdfa-0b6ab679bda8/),[9e14396bca7712b13a5f0b209c8633d754afc3bf577b42ef78304581ddd4e02f](bootloaders/f922e65f-baea-45c6-bdfa-0b6ab679bda8/),Revoked bootloaders,2023-05-22
[bootmgfw.efi](bootloaders/4cc6cdc2-6f4e-4b25-b3a2-383174f52460/),[24C0732D77F6BC85BE8A6CA9B0FA3BA8611F950CA4E0194E972E59A433DC05C6](bootloaders/4cc6cdc2-6f4e-4b25-b3a2-383174f52460/),Revoked bootloaders,2023-05-22
